Area,Parent Task,Task,Dataset,Best method name,Primary metric,Primary metric - is higher better?,Metric first reported value,Metric SOTA value in 2013,Metric SOTA value in 2014,Metric SOTA value in 2015,Metric SOTA value in 2016,Metric SOTA value in 2017,Metric SOTA value in 2018,Metric SOTA value in 2019,Papers all time,Papers in 2013,Papers in 2014,Papers in 2015,Papers in 2016,Papers in 2017,Papers in 2018,Papers in 2019,Papers with code all time,Papers with code in 2013,Papers with code in 2014,Papers with code in 2015,Papers with code in 2016,Papers with code in 2017,Papers with code in 2018,Papers with code in 2019
Natural Language Processing,Question Answering,Knowledge Base Question Answering,WebQSP-WD,GGNN,Avg F1,TRUE,0.2588,,,,,,0.2588,0.2588,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Relationship Extraction (Distant Supervised),Relationship Extraction (Distant Supervised),New York Times Corpus,RESIDE,P@10%,TRUE,69.4,,,,69.4,69.4,73.6,73.6,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Natural Language Processing,CCG Supertagging,CCG Supertagging,CCGBank,Clark et al.,Accuracy,TRUE,94.7,,,,94.7,94.7,96.1,96.1,4,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Text Generation,Table-to-text Generation,WikiBio,Field-gating Seq2seq + dual attention,BLEU,TRUE,34.7,,,,34.7,44.89,44.89,44.89,2,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0
Natural Language Processing,Passage Re-Ranking,Passage Re-Ranking,MS MARCO,BERT + Small Training,MRR,TRUE,0.359,,,,,,,0.359,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
Natural Language Processing,Named Entity Recognition (NER),Chinese Named Entity Recognition,Weibo NER,Lattice,F1,TRUE,58.79,,,,,,58.79,58.79,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Natural Language Processing,Named Entity Recognition (NER),Chinese Named Entity Recognition,MSRA,Lattice,F1,TRUE,93.18,,,,,,93.18,93.18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Named Entity Recognition (NER),Chinese Named Entity Recognition,OntoNotes 4,Lattice,F1,TRUE,73.88,,,,,,73.88,73.88,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Named Entity Recognition (NER),Chinese Named Entity Recognition,Resume NER,Lattice,F1,TRUE,94.46,,,,,,94.46,94.46,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Named Entity Recognition (NER),Chinese Named Entity Recognition,SighanNER,BiLSTM+CRF+adversarial+self-attention,F1,TRUE,90.64,,,,,,90.64,90.64,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Emotion Recognition,Emotion Recognition in Conversation,IEMOCAP,DialogueRNN,F1,TRUE,56.13%,,,,,,64.50%,64.50%,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0
Natural Language Processing,Hypernym Discovery,Hypernym Discovery,General,CRIM,MAP,TRUE,10.6,,,,10.6,10.6,19.78,19.78,7,0,0,0,2,0,5,0,1,0,0,0,1,0,0,0
Natural Language Processing,Hypernym Discovery,Hypernym Discovery,Medical domain,CRIM,MAP,TRUE,18.84,,,,18.84,18.84,34.05,34.05,7,0,0,0,2,0,5,0,1,0,0,0,1,0,0,0
Natural Language Processing,Hypernym Discovery,Hypernym Discovery,Music domain,CRIM,MAP,TRUE,12.99,,,,12.99,12.99,40.97,40.97,6,0,0,0,2,0,4,0,1,0,0,0,1,0,0,0
Natural Language Processing,Cross-Lingual Bitext Mining,Cross-Lingual Bitext Mining,BUCC German-to-English,Massively Multilingual Sentence Embeddings,F1 score,TRUE,76.9,,,76.9,76.9,76.9,96.19,96.19,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0
Natural Language Processing,Cross-Lingual Bitext Mining,Cross-Lingual Bitext Mining,BUCC French-to-English,Massively Multilingual Sentence Embeddings,F1 score,TRUE,75.8,,,75.8,75.8,75.8,93.91,93.91,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0
Natural Language Processing,Semantic Role Labeling,Predicate Detection,CoNLL 2005,LISA,F1,TRUE,96.4,,,,,96.4,98.4,98.4,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Natural Language Processing,Semantic Role Labeling,Predicate Detection,CoNLL 2012,LISA,F1,TRUE,97.2,,,,,,97.2,97.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Named Entity Recognition (NER),Nested Named Entity Recognition,ACE 2004,Neural transition-based model,F1,FALSE,73.3,,,,,,73.3,73.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Dialogue,Dialogue Act Classification,Switchboard corpus,CRF-ASN,Accuracy,TRUE,79.2,,,,,81.3,81.3,81.3,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0
Natural Language Processing,Dialogue,Dialogue Act Classification,ICSI Meeting Recorder Dialog Act (MRDA) corpus,CRF-ASN,Accuracy,TRUE,90.9,,,,,91.7,91.7,91.7,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
Natural Language Processing,Nested Mention Recognition,Nested Mention Recognition,ACE 2004,Neural transition-based model,F1,FALSE,73.3,,,,,,73.3,73.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Nested Mention Recognition,Nested Mention Recognition,ACE 2005,Neural transition-based model,F1,FALSE,73,,,,,,73,73,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Entity Resolution,Entity Resolution,CoNLL 2003 (English),deep joint entity disambiguation w/ neural attention,Accuracy,TRUE,92.22,,,,,92.22,92.22,92.22,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Natural Language Processing,Semantic Role Labeling,Semantic Role Labeling (predicted predicates),CoNLL 2005,LISA + ELMo,F1,TRUE,86.9,,,,,,86.9,86.9,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Natural Language Processing,Semantic Role Labeling,Semantic Role Labeling (predicted predicates),CoNLL 2012,LISA + ELMo,F1,TRUE,83.38,,,,,,83.38,83.38,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Natural Language Processing,Anaphora Resolution,Abstract Anaphora Resolution,The ARRAU Corpus,MR-LSTM,Average Precision,TRUE,43.83,,,,,43.83,43.83,43.83,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Natural Language Processing,Query Wellformedness,Query Wellformedness,Query Wellformedness,"word-1, 2 POS-1, 2, 3",Accuracy,TRUE,70.7,,,,,,70.7,70.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Natural Language Processing,Lexical Normalization,Lexical Normalization,LexNorm,MoNoise,Accuracy,TRUE,87.63,,,,,87.63,87.63,87.63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Medical,Medical Image Segmentation,Medical Image Segmentation,ISBI 2012 EM Segmentation,U-Net,Warping Error,FALSE,0.000353,,,0.000353,0.000353,0.000353,0.000353,0.000353,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Medical,Medical Image Segmentation,Medical Image Segmentation,iSEG 2017 Challenge,HyperDenseNet,Dice Score,TRUE,0.9257,,,,,,0.9257,0.9257,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Medical,Drug Discovery,Drug Discovery,Tox21,GraphConv + dummy super node,AUC,TRUE,0.846,,,0.846,0.846,0.854,0.854,0.854,3,0,0,1,0,2,0,0,3,0,0,1,0,2,0,0
Medical,Drug Discovery,Drug Discovery,QM9,MPNNs,Error ratio,FALSE,1.36,,,1.36,1.36,0.68,0.68,0.68,3,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0
Medical,Drug Discovery,Drug Discovery,ToxCast,GraphConv + dummy super node,AUC,TRUE,0.754,,,0.754,0.754,0.768,0.768,0.768,2,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0
Medical,Drug Discovery,Drug Discovery,PCBA,GraphConv + dummy super node,AUC,TRUE,0.855,,,0.855,0.855,0.867,0.867,0.867,2,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0
Medical,Drug Discovery,Drug Discovery,MUV,GraphConv + dummy super node,AUC,TRUE,0.836,,,0.836,0.836,0.845,0.845,0.845,2,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0
Medical,Drug Discovery,Drug Discovery,HIV dataset,GraphConv + dummy super node + focal loss,AUC,TRUE,0.822,,,0.822,0.822,0.851,0.851,0.851,2,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0
Medical,Medical Image Segmentation,Lesion Segmentation,BUS 2017 Dataset B,Attn U-Net + Multi-Input + FTL,Dice Score,TRUE,0.804,,,,,,0.804,0.804,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Medical,Medical Image Segmentation,Lesion Segmentation,ISIC 2018,Attn U-Net + Multi-Input + FTL,Dice Score,TRUE,0.856,,,,,,0.856,0.856,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Medical,Medical Image Segmentation,Lesion Segmentation,ISIC 2017,Automatic skin lesion segmentation with fully convolutional-deconvolutional networks,Mean IoU,TRUE,0.765,,,,,0.765,0.765,0.765,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Medical,Medical Image Segmentation,Brain Tumor Segmentation,BRATS-2015,CNN + 3D filters,Dice Score,TRUE,84%,,,,84%,85%,85%,85%,4,0,0,0,1,1,2,0,3,0,0,0,1,0,2,0
Medical,Medical Image Segmentation,Brain Tumor Segmentation,BRATS-2013,InputCascadeCNN,Dice Score,TRUE,0.88,,,0.88,0.88,0.88,0.88,0.88,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Medical,Medical Image Segmentation,Brain Tumor Segmentation,BRATS 2018,NVDLMED,Dice Score,TRUE,0.87049,,,,,,0.87049,0.87049,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Medical,Medical Image Segmentation,Retinal Vessel Segmentation,DRIVE,LadderNet,AUC,TRUE,0.9755,,,0.9755,0.9755,0.9779,0.9793,0.9793,4,0,0,1,0,1,2,0,3,0,0,1,0,1,1,0
Medical,Medical Image Segmentation,Retinal Vessel Segmentation,CHASE_DB1,LadderNet,AUC,TRUE,0.9772,,,0.9772,0.9772,0.9779,0.9839,0.9839,4,0,0,1,0,1,2,0,3,0,0,1,0,1,1,0
Medical,Medical Image Segmentation,Retinal Vessel Segmentation,STARE,R2U-Net,AUC,TRUE,0.9898,,,0.9898,0.9898,0.9904,0.9914,0.9914,3,0,0,1,0,1,1,0,3,0,0,1,0,1,1,0
Medical,Medical Image Segmentation,3D Medical Imaging Segmentation,TCIA Pancreas-CT,Holistic-nested CNN,Dice Score,TRUE,81.3,,,,,81.3,81.3,81.3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
Medical,Medical Image Segmentation,Pancreas Segmentation,CT-150,Att U-Net,Dice Score,TRUE,0.814,,,0.814,0.814,0.814,0.84,0.84,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Medical,Medical Image Segmentation,Lung Nodule Segmentation,LUNA,R2U-Net,AUC,TRUE,0.9784,,,0.9784,0.9784,0.9849,0.9889,0.9889,3,0,0,1,0,1,1,0,3,0,0,1,0,1,1,0
Medical,Mortality Prediction,Mortality Prediction,MIMIC-III,Random Forest,F1 score,TRUE,0.97,,,,,,0.97,0.97,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Medical,Medical Image Segmentation,Skin Cancer Segmentation,Kaggle Skin Lesion Segmentation,R2U-Net,AUC,TRUE,0.9371,,,0.9371,0.9371,0.9396,0.9419,0.9419,3,0,0,1,0,1,1,0,3,0,0,1,0,1,1,0
Medical,Medical Image Segmentation,Infant Brain Mri Segmentation,iSEG 2017 Challenge,LiviaNet (SemiDenseNet),Dice Score,TRUE,0.9243,,,,,0.9243,0.9243,0.9243,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Medical,Medical Image Segmentation,Cell Segmentation,PhC-U373,U-Net,Mean IoU,TRUE,0.9203,,,0.9203,0.9203,0.9203,0.9203,0.9203,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Medical,Medical Image Segmentation,Cell Segmentation,DIC-HeLa,U-Net,Mean IoU,TRUE,0.7756,,,0.7756,0.7756,0.7756,0.7756,0.7756,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Medical,Medical Image Segmentation,Volumetric Medical Image Segmentation,PROMISE 2012,V-Net + Dice-based loss,Dice Score,TRUE,0.869,,,,0.869,0.869,0.869,0.869,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Medical,Participant Intervention Comparison Outcome Extraction,Participant Intervention Comparison Outcome Extraction,EBM-NLP,SciBERT (SciVocab),F1,TRUE,66.3,,,,,,66.3,71.18,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Medical,Surgical Skills Evaluation,Surgical Skills Evaluation,JIGSAWS,CNN,Accuracy,TRUE,0.98,,,,,,0.98,0.98,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Transfer Learning,Transfer Learning,ImageCLEF-DA,EasyTL,Accuracy,TRUE,88.2,,,,,,,88.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Methodology,Transfer Learning,Transfer Learning,Office-Home,EasyTL,Accuracy,TRUE,63.3,,,,,,,63.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Methodology,Transfer Learning,Transfer Learning,Amazon Review Polarity,EasyTL,Accuracy,TRUE,79.5,,,,,,,79.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Methodology,Domain Adaptation,Domain Adaptation,ImageCLEF-DA,MEDA,Accuracy,TRUE,89,,,,,,,89,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Methodology,Transfer Learning,Multi-Task Learning,Cityscapes,MultiObjectiveOptimization,mIoU,TRUE,66.63,,,,,,66.63,66.63,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Transfer Learning,Multi-Task Learning,CelebA,MGDA-UB,Error,FALSE,8.25,,,,,,8.25,8.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Metric Learning,Metric Learning,CARS196,GoogleNet,P@1,TRUE,79.1,,,,,,,79.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Methodology,Few-Shot Learning,Few-Shot Learning,Mini-ImageNet - 1-Shot Learning,MTL,Accuracy,TRUE,61.20%,,,,,,61.20%,61.20%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Domain Adaptation,Unsupervised Domain Adaptation,ImageCLEF-DA,MEDA,Accuracy,TRUE,88.9,,,,,,88.9,89,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Methodology,Domain Adaptation,Unsupervised Domain Adaptation,VisDA2017,IAFN,Accuracy,TRUE,76.1,,,,,,76.1,76.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Domain Adaptation,Unsupervised Domain Adaptation,Office-31,IAFN+ENT,Accuracy,TRUE,87.1,,,,,,87.1,87.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Architecture Search,Architecture Search,CIFAR-10 Image Classification,Proxyless-G + c/o,Percentage error,FALSE,2.4,,,,2.4,2.4,2.08,2.08,6,0,0,0,1,1,4,0,6,0,0,0,1,1,4,0
Methodology,Meta-Learning,Few-Shot Image Classification,Mini-ImageNet - 5-Shot Learning,MetaOptNet-SVM,Accuracy,TRUE,55.30%,,,,55.30%,68.20%,75.50%,78.63%,9,0,0,0,1,2,4,2,9,0,0,0,1,2,4,2
Methodology,Meta-Learning,Few-Shot Image Classification,Mini-ImageNet - 1-Shot Learning,MetaOptNet-SVM,Accuracy,TRUE,43.60%,,,,43.60%,49.42%,61.20%,62.64%,9,0,0,0,1,2,5,1,8,0,0,0,1,2,4,1
Methodology,Meta-Learning,Few-Shot Image Classification,OMNIGLOT - 1-Shot Learning,Prototypical-Nets,Accuracy,TRUE,98.10%,,,,98.10%,98.80%,98.80%,98.80%,6,0,0,0,2,3,1,0,5,0,0,0,2,2,1,0
Methodology,Meta-Learning,Few-Shot Image Classification,OMNIGLOT - 5-Shot Learning,MAML,Accuracy,TRUE,99.50%,,,,99.50%,99.90%,99.90%,99.90%,6,0,0,0,2,3,1,0,5,0,0,0,2,2,1,0
Methodology,Meta-Learning,Few-Shot Image Classification,CUB-200 - 0-Shot Learning,Prototypical-Nets,Accuracy,TRUE,50.10%,,50.10%,50.10%,50.10%,54.60%,54.60%,54.60%,3,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0
Methodology,Multi-Label Text Classification,Multi-Label Text Classification,20NEWS,RMDL,Accuracy,TRUE,91.21,,,,,,91.21,91.21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Methodology,Pain Intensity Regression,Pain Intensity Regression,UNBC-McMaster ShoulderPain dataset,Regularized Deep Regressor,MAE,FALSE,0.389,,,,,0.389,0.389,0.389,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,MovieLens 1M,Sparse FC,RMSE,FALSE,0.831,,,0.831,0.829,0.829,0.824,0.824,7,0,0,2,3,1,1,0,4,0,0,1,2,1,0,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,MovieLens 10M,Sparse FC,RMSE,FALSE,0.782,,,0.782,0.771,0.771,0.769,0.769,6,0,0,1,3,1,1,0,3,0,0,0,2,1,0,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,Douban,I-CFN,RMSE,FALSE,0.6911,,,,0.6911,0.6911,0.6911,0.6911,4,0,0,0,1,2,1,0,4,0,0,0,1,2,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,MovieLens 100K,GC-MC + feat,RMSE,FALSE,0.996,,0.996,0.996,0.996,0.905,0.905,0.905,4,0,1,0,0,2,1,0,4,0,1,0,0,2,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,Netflix,DeepRec,RMSE,FALSE,0.934,,,,0.934,0.9099,0.9099,0.9099,3,0,0,0,1,1,1,0,3,0,0,0,1,1,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,Flixster,Factorized Exchangeable Autoencoder,RMSE,FALSE,0.926,,,,,0.917,0.908,0.908,3,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,MovieLens 20M,Mult-VAE PR,Recall@20,TRUE,0.395,,,,,,0.395,0.395,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,Million Song Dataset,Mult-VAE PR,Recall@20,TRUE,0.266,,,,,,0.266,0.266,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Miscellaneous,Recommendation Systems,Collaborative Filtering,YahooMusic,Factorized Exchangeable Autoencoder,RMSE,FALSE,20.5,,,,,20.5,20,20,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Miscellaneous,Causal Inference,Causal Inference,IDHP,Counterfactual Regression + WASS,Average Treatment Effect Error,FALSE,0.27,,,,0.27,0.27,0.27,0.27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,Criteo,xDeepFM,AUC,TRUE,0.7963,,,,0.7987,0.8007,0.8052,0.8052,5,0,0,0,3,1,1,0,5,0,0,0,3,1,1,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,Company*,DeepFM,AUC,TRUE,0.8683,,,,0.8683,0.8715,0.8715,0.8715,4,0,0,0,3,1,0,0,4,0,0,0,3,1,0,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,Amazon,DIN + Dice Activation,AUC,TRUE,0.8637,,,,0.8679,0.8871,0.8871,0.8871,4,0,0,0,2,2,0,0,4,0,0,0,2,2,0,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,MovieLens 20M,DIN + Dice Activation,AUC,TRUE,0.7304,,,,0.7321,0.7348,0.7348,0.7348,4,0,0,0,2,2,0,0,4,0,0,0,2,2,0,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,iPinYou,OPNN,AUC,TRUE,0.7619,,,,0.8174,0.8174,0.8174,0.8174,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,Dianping,xDeepFM,AUC,TRUE,0.8361,,,,0.8445,0.8481,0.8639,0.8639,4,0,0,0,2,1,1,0,4,0,0,0,2,1,1,0
Miscellaneous,Click-Through Rate Prediction,Click-Through Rate Prediction,Bing News,xDeepFM,AUC,TRUE,0.8377,,,,0.8377,0.8377,0.84,0.84,4,0,0,0,2,1,1,0,4,0,0,0,2,1,1,0
Miscellaneous,Multi-Armed Bandits,Multi-Armed Bandits,Mushroom,Linear FullPosterior-MR,Cumulative regret,FALSE,1.82,,,,,,1.82,1.82,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Miscellaneous,Multi-Modal,Cross-Modal Retrieval,COCO 2014,Text2Vis,DCG,TRUE,2.447,,,,2.447,2.447,2.447,2.447,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Speech,Speech Recognition,Speech Recognition,Switchboard + Hub500,ResNet + BiLSTMs acoustic model,Percentage error,FALSE,15,,12.6,8,5.8,5.5,5.5,5.5,8,0,2,2,3,1,0,0,1,0,1,0,0,0,0,0
Speech,Speech Recognition,Speech Recognition,TIMIT,LiGRU + Dropout + BatchNorm + Monophone Reg,Percentage error,FALSE,17.7,17.7,17.7,17.6,17.3,17.3,14.2,14.2,7,1,0,1,1,1,3,0,4,0,0,1,0,1,2,0
Speech,Speech Recognition,Speech Recognition,LibriSpeech test-clean,deep 1d convs + ctc + external lm rescoring,Percentage error,FALSE,5.33,,,5.33,5.33,4.8,3.06,2.95,8,0,0,1,0,2,4,1,7,0,0,1,0,1,4,1
Speech,Speech Recognition,Speech Recognition,swb_hub_500 WER fullSWBCH,ResNet + BiLSTMs acoustic model,Percentage error,FALSE,19.1,,16,16,11.9,10.3,10.3,10.3,5,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0
Speech,Speech Recognition,Speech Recognition,LibriSpeech test-other,tdnn + chain + rnnlm rescoring,Percentage error,FALSE,13.25,,,13.25,13.25,13.25,7.63,7.63,4,0,0,1,0,0,2,1,4,0,0,1,0,0,2,1
Speech,Speech Recognition,Speech Recognition,WSJ eval92,tdnn + chain,Percentage error,FALSE,3.47,,,3.47,2.32,2.32,2.32,2.32,4,0,0,2,1,0,1,0,3,0,0,1,1,0,1,0
Speech,Speech Recognition,Speech Recognition,WSJ eval93,Deep Speech 2,Percentage error,FALSE,4.98,,,4.98,4.98,4.98,4.98,4.98,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Speech,Speech Recognition,Speech Recognition,fisher WER,HMM-BLSTMtrained with MMI + data augmentation (speed) + iVectors + 3 regularizations + SWBD,Percentage error,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speech,Speech Recognition,Speech Recognition,Librispeech,VoiceFilter: bi-LSTM,Word Error Rate (WER),FALSE,11.1,,,,,,11.1,11.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Speech,Speech Recognition,Speech Recognition,Switchboard (300hr),End-to-end LF-MMI,Word Error Rate (WER),FALSE,9.3,,,,,,9.3,9.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Speech,Speech Synthesis,Speech Synthesis,North American English,Tacotron 2,Mean Opinion Score,TRUE,4.21,,,,4.21,4.526,4.526,4.526,3,0,0,0,1,2,0,0,3,0,0,0,1,2,0,0
Speech,Speech Synthesis,Speech Synthesis,Mandarin Chinese,WaveNet (L+F),Mean Opinion Score,TRUE,4.08,,,,4.08,4.08,4.08,4.08,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Speech,Speech Recognition,Noisy Speech Recognition,CHiME real,HMM-TDNN(LFMMI) + LSTMLM ,Percentage error,FALSE,67.94,,67.94,21.79,21.79,21.79,11.4,11.4,4,0,1,1,0,0,2,0,4,0,1,1,0,0,2,0
Speech,Speech Recognition,Noisy Speech Recognition,CHiME clean,Deep Speech 2,Percentage error,FALSE,6.3,,6.3,3.34,3.34,3.34,3.34,3.34,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
Speech,Speech Recognition,Distant Speech Recognition,CHiME-4 real 6ch,HMM-TDNN(LFMMI) + LSTMLM + NN-GEV,Word Error Rate (WER),FALSE,2.74,,,,,,2.74,2.74,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Speech,Speech Recognition,Accented Speech Recognition,VoxForge American-Canadian,Deep Speech 2,Percentage error,FALSE,15.01,,15.01,7.55,7.55,7.55,7.55,7.55,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
Speech,Speech Recognition,Accented Speech Recognition,VoxForge Commonwealth,Deep Speech 2,Percentage error,FALSE,28.46,,28.46,13.56,13.56,13.56,13.56,13.56,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
Speech,Speech Recognition,Accented Speech Recognition,VoxForge European,Deep Speech 2,Percentage error,FALSE,31.2,,31.2,17.55,17.55,17.55,17.55,17.55,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
Speech,Speech Recognition,Accented Speech Recognition,VoxForge Indian,Deep Speech 2,Percentage error,FALSE,45.35,,45.35,22.44,22.44,22.44,22.44,22.44,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
Playing Games,Video Games,Atari Games,Atari 2600 Montezuma's Revenge,RND,Score,TRUE,10.7,10.7,10.7,142,3459,3705.5,8152,8152,19,0,0,5,5,4,4,0,13,0,0,4,3,2,3,0
Playing Games,Video Games,Atari Games,Atari 2600 Venture,RND,Score,TRUE,66,66,66,523.4,1172,1520,1859,1859,17,0,0,5,5,4,2,0,12,0,0,4,3,2,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Freeway,TRPO-hash,Score,TRUE,19.1,19.1,19.1,33.7,34,34,34,34,16,0,0,5,5,4,1,0,11,0,0,4,3,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Frostbite,Prior+Duel noop,Score,TRUE,216.9,216.9,216.9,7413,7413,7413,7413,7413,14,0,0,5,4,3,1,0,11,0,0,4,3,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Q*Bert,IQN,Score,TRUE,613.5,4500,4500,19220.3,21307.5,23784,25750,25750,14,1,0,5,3,3,1,0,11,1,0,4,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Private Eye,C51 noop,Score,TRUE,684.3,684.3,684.3,2598.6,2598.6,15095,15095,15095,14,0,0,4,4,3,2,0,10,0,0,3,2,2,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Gravitar,RND,Score,TRUE,387.7,387.7,387.7,588,588,805,3906,3906,14,0,0,4,4,3,2,0,10,0,0,3,2,2,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Seaquest,C51 noop,Score,TRUE,664.8,1740,1740,50254.2,50254.2,266434,266434,266434,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Space Invaders,IQN,Score,TRUE,250.1,1075,1075,15311.5,23846,23846,28888,28888,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Enduro,C51 noop,Score,TRUE,129.1,661,661,2306.4,2306.4,3454,3454,3454,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
